"","X","Id","Label","Interval","Weight","Dept","Orientation"
"75",75,"2aSu29oAAAAJ","ARDEM PATAPOUTIAN ",0,1,"BIO",NA
"76",76,"2Ay8qC4AAAAJ","ANNE MOSCONA ",0,1,"BIO",NA
"77",77,"2Bbi09MAAAAJ","TERRENCE G OAS ",0,1,"BIO",NA
"78",78,"2Bc3UN4AAAAJ","ROBERT T COLLINS ",0,1,"CS",NA
"79",79,"2ewb-10AAAAJ","MARIA L GINI ",0,1,"CS",NA
"80",80,"2FbkAzYAAAAJ","MANUELA M VELOSO ",0,1,"CS",NA
"81",81,"uSfaEgUAAAAJ","JAIME G CARBONELL ",0,1,"CS",NA
"82",82,"2ftJYXMAAAAJ","ROY HAROLD CAMPBELL ",0,1,"CS",NA
"83",83,"2G1KglQAAAAJ","JEAN TOBY GREENBERG ",0,1,"BIO",NA
"84",84,"2gggOEIAAAAJ","HESSAM S SARJOUGHIAN ",0,1,"CS",NA
"85",85,"2hg5lYIAAAAJ","TAPAN K SARKAR ",0,1,"CS",NA
"86",86,"2i7uayYAAAAJ","DAVI GEIGER ",0,1,"CS",NA
"87",87,"FJ-huxgAAAAJ","ALAN L YUILLE ",0,1,"CS",NA
"88",88,"2jRpisYAAAAJ","AJAY D KSHEMKALYANI ",0,1,"CS",NA
"89",89,"2kXsgI4AAAAJ","CHITA RANJAN DAS ",0,1,"CS",NA
"90",90,"2lpCLIYAAAAJ","JORGE M SOBERON ",0,1,"BIO",NA
"91",91,"2LQimEIAAAAJ","ROGER M WARTELL ",0,1,"BIO",NA
"92",92,"2mkaUvkAAAAJ","TYLER A VOLK ",0,1,"BIO",NA
"93",93,"FyhRqdYAAAAJ","MICHAEL R RAMPINO ",0,1,"BIO",NA
"94",94,"2nGk3QQAAAAJ","MARGARET A PALMER ",0,1,"BIO",NA
"95",95,"2oclnIwAAAAJ","MATT BISHOP ",0,1,"CS",NA
"96",96,"2OJOZTUAAAAJ","BOLESLAW K SZYMANSKI ",0,1,"CS",NA
"97",97,"2oSSsLYAAAAJ","RICK L STEVENS ",0,1,"CS",NA
"98",98,"VGoSakQAAAAJ","IAN T FOSTER ",0,1,"CS",NA
"99",99,"2oy3OXYAAAAJ","STUART J RUSSELL ",0,1,"CS",NA
"100",100,"7eC3KMkAAAAJ","DEVIKA SUBRAMANIAN ",0,1,"CS",NA
"101",101,"2pW1g5IAAAAJ","MIHIR M BELLARE ",0,1,"CS",NA
"102",102,"2PxFftgAAAAJ","JOHN THOMAS STASKO ",0,1,"CS",NA
"103",103,"2SF6AXQAAAAJ","CARLO M CROCE ",0,1,"BIO",NA
"104",104,"2SmbjHAAAAAJ","RISTO P MIIKKULAINEN ",0,1,"CS",NA
"105",105,"2tT-FokAAAAJ","DONALD ASHLEY BRYANT ",0,1,"BIO",NA
"106",106,"3-gk0ioAAAAJ","ODED REGEV ",0,1,"CS",NA
"107",107,"3-PRZG0AAAAJ","PETER MICHAEL KOGGE ",0,1,"CS",NA
"108",108,"33k5ZFwAAAAJ","JOHN Y KUWADA ",0,1,"BIO",NA
"109",109,"37frPb8AAAAJ","SALIL PRAVIN VADHAN ",0,1,"CS",NA
"110",110,"gqB23VMAAAAJ","AMIT SAHAI ",0,1,"CS",NA
"111",111,"38ev4xkAAAAJ","DAVID F FERNANDEZ-BACA ",0,1,"CS",NA
"112",112,"3Dw_GVEAAAAJ","JOSEPH D TERWILLIGER ",0,1,"BIO",NA
"113",113,"3FunQ3UAAAAJ","SCOTT KEENEY ",0,1,"BIO",NA
"114",114,"3meGuI8AAAAJ","SUSAN IRMA GIBSON ",0,1,"BIO",NA
"115",115,"PyuqtQcAAAAJ","JAMES LESLIE BECK ",0,1,"CS",NA
"116",116,"3p3advkAAAAJ","JEFFREY W SHULTZ ",0,1,"BIO",NA
"117",117,"3pZs3j0AAAAJ","SHREE K NAYAR ",0,1,"CS",NA
"118",118,"LQ87h3sAAAAJ","TAKEO KANADE ",0,1,"CS",NA
"119",119,"3S5qpXsAAAAJ","CARL A GUNTER ",0,1,"CS",NA
"120",120,"3xIRwTgAAAAJ","BARNEY A SCHLINGER ",0,1,"BIO",NA
"121",121,"3XYmsKQAAAAJ","MUKKAI S KRISHNAMOORTHY ",0,1,"CS",NA
"122",122,"U-0PM_cAAAAJ","B DAVID SAUNDERS ",0,1,"CS",NA
"123",123,"3_WYcR4AAAAJ","DEBORAH E ESTRIN ",0,1,"CS",NA
"124",124,"CZyWk8kAAAAJ","LIXIA ZHANG ",0,1,"CS",NA
"125",125,"41m5j04AAAAJ","CHILUKURI KRISHNA MOHAN ",0,1,"CS",NA
"126",126,"j7WSgbwAAAAJ","SANJAY RANKA ",0,1,"CS",NA
"127",127,"4aheXvQAAAAJ","MINDY L MILLARD-STAFFORD ",0,1,"BIO",NA
"128",128,"4arkOLcAAAAJ","OUSSAMA KHATIB ",0,1,"CS",NA
"129",129,"4EQ2zFYAAAAJ","CELIA A SCHIFFER ",0,1,"BIO",NA
"130",130,"4ew4MwwAAAAJ","PETER G THOMAS ",0,1,"BIO",NA
"131",131,"4Mj-BjwAAAAJ","MARY JANE IRWIN ",0,1,"CS",NA
"132",132,"4n8JCSgAAAAJ","RALF D BROWN ",0,1,"CS",NA
"133",133,"4OOz4DcAAAAJ","JOHN DORRANCE MINNA ",0,1,"BIO",NA
"134",134,"4pkd0FsAAAAJ","RICHARD L STROSHINE ",0,1,"BIO",NA
"135",135,"4pWpdEIAAAAJ","LLOYD W MASSENGILL ",0,1,"CS",NA
"136",136,"4q6YakgAAAAJ","JAMES J CIMINO ",0,1,"BIO",NA
"137",137,"OOLe2TIAAAAJ","CAROL FRIEDMAN ",0,1,"BIO",NA
"138",138,"4R7_wW8AAAAJ","CHRIS SANDER ",0,1,"BIO",NA
"139",139,"4SYHiigAAAAJ","MARK KIRKPATRICK ",0,1,"BIO",NA
"140",140,"4tJhnt8AAAAJ","JOHN R ROTH ",0,1,"BIO",NA
"141",141,"4U1F6tcAAAAJ","JOHN HR MAUNSELL ",0,1,"BIO",NA
"142",142,"4uiMIaEAAAAJ","THOMAS L CASAVANT ",0,1,"BIO",NA
"143",143,"4veQB4cAAAAJ","NORMAN ARNHEIM ",0,1,"BIO",NA
"144",144,"4VJre9IAAAAJ","JOHN A STANKOVIC ",0,1,"CS",NA
"145",145,"4XyoYbAAAAAJ","GARY M OLSON ",0,1,"CS",NA
"146",146,"xfwOz_kAAAAJ","JUDITH S OLSON ",0,1,"CS",NA
"147",147,"4Y2pXqoAAAAJ","ROBERTO B CATTANEO ",0,1,"BIO",NA
"148",148,"54w2_AcAAAAJ","ROCH ANDRE GUERIN ",0,1,"CS",NA
"149",149,"55pOyCkAAAAJ","KENNETH H NEALSON ",0,1,"BIO",NA
"150",150,"56qcx4MAAAAJ","DANIEL D CORKILL ",0,1,"CS",NA
"151",151,"5Aut7EEAAAAJ","GARRISON WEEKS COTTRELL ",0,1,"CS",NA
"152",152,"5CH2x_YAAAAJ","NANCY A MORAN ",0,1,"BIO",NA
"153",153,"5H0arvkAAAAJ","DAVID ALEXANDER FORSYTH ",0,1,"CS",NA
"154",154,"5iXE9k0AAAAJ","JERRY WILLIAM SHAY ",0,1,"BIO",NA
"155",155,"5lBWbGkAAAAJ","THOMAS K WOOD ",0,1,"BIO",NA
"156",156,"5LsAK74AAAAJ","JEFFREY W ROBERTS ",0,1,"BIO",NA
"157",157,"5m-oAesAAAAJ","SARITA V ADVE ",0,1,"CS",NA
"158",158,"5OSMezYAAAAJ","MARY C FARACH-CARSON ",0,1,"BIO",NA
"159",159,"5oU0wxcAAAAJ","MARTHA E POLLACK ",0,1,"CS",NA
"160",160,"5PboKNAAAAAJ","DOUGLAS C MONTGOMERY ",0,1,"CS",NA
"161",161,"5pV6DQ4AAAAJ","STEPHEN H EDWARDS ",0,1,"CS",NA
"162",162,"5wgTi1AAAAAJ","STEPHANE LAFORTUNE ",0,1,"CS",NA
"163",163,"628Jn7UAAAAJ","STUART CHARLES SHAPIRO ",0,1,"CS",NA
"164",164,"67aYFTQAAAAJ","DANA H BALLARD ",0,1,"CS",NA
"165",165,"6enh82kAAAAJ","VENKAT N VENKATAKRISHNAN ",0,1,"CS",NA
"166",166,"6HE56R8AAAAJ","DENNIS M VOLPANO ",0,1,"CS",NA
"167",167,"Ormag-QAAAAJ","DAVID GRIES ",0,1,"CS",NA
"168",168,"6hPAjdYAAAAJ","ALAN RICHARD TALL ",0,1,"BIO",NA
"169",169,"6IHX8J4AAAAJ","HENNING GUNTHER SCHULZRINNE ",0,1,"CS",NA
"170",170,"6IxWYR0AAAAJ","LINDA RUTH PETZOLD ",0,1,"CS",NA
"171",171,"6JEDxqcAAAAJ","ANAND RANGARAJAN ",0,1,"CS",NA
"172",172,"6KUiLfAAAAAJ","DEAN R APPLING ",0,1,"BIO",NA
"173",173,"6P4bGWAAAAAJ","RAJIV GUPTA ",0,1,"CS",NA
"174",174,"KWiJaj8AAAAJ","MARY LOU SOFFA ",0,1,"CS",NA
"175",175,"r49_E2cAAAAJ","CLIFFORD STEIN ",0,1,"CS",NA
"176",176,"V5FJ6pIAAAAJ","THOMAS H CORMEN ",0,1,"CS",NA
"177",177,"6t7Zm4oAAAAJ","GERRIT HOOGENBOOM ",0,1,"BIO",NA
"178",178,"7cys8kgAAAAJ","JAMES W JONES ",0,1,"BIO",NA
"179",179,"6UTCD84AAAAJ","JANET BRAAM ",0,1,"BIO",NA
"180",180,"6vXTtDQAAAAJ","SAMIR KHULLER ",0,1,"CS",NA
"181",181,"KICA5DoAAAAJ","JOSEPH SB MITCHELL ",0,1,"CS",NA
"182",182,"6Yne-voAAAAJ","A GREGORY MATERA ",0,1,"BIO",NA
"183",183,"6YU6_QoAAAAJ","SCOTT E HUDSON ",0,1,"CS",NA
"184",184,"6Z88TncAAAAJ","DAVID L HERRIN ",0,1,"BIO",NA
"185",185,"7AUq6CUAAAAJ","JAMES CA BARDWELL ",0,1,"BIO",NA
"186",186,"7btxQB0AAAAJ","FAWWAZ TAYSSIR ULABY ",0,1,"CS",NA
"187",187,"u0BOuAsAAAAJ","KAMAL SARABANDI ",0,1,"CS",NA
"188",188,"7BVA7tsAAAAJ","RUSTOM ANTIA ",0,1,"BIO",NA
"189",189,"7egtxu0AAAAJ","CHARLES V STEWART ",0,1,"CS",NA
"190",190,"VizsSmEAAAAJ","CHARLES R DYER ",0,1,"CS",NA
"191",191,"7FXtL98AAAAJ","DHABALESWAR K PANDA ",0,1,"CS",NA
"192",192,"MTZaRW4AAAAJ","SHARAD MEHROTRA ",0,1,"CS",NA
"193",193,"7K34d7cAAAAJ","SEBASTIAN B THRUN ",0,1,"CS",NA
"194",194,"7lVfIWYAAAAJ","MARK DONALD HILL ",0,1,"CS",NA
"195",195,"7oJoP0IAAAAJ","ALVA L COUCH ",0,1,"CS",NA
"196",196,"7P3t1woAAAAJ","DAVID C RICHARDSON ",0,1,"BIO",NA
"197",197,"7PeekG0AAAAJ","SIMON A LEVIN ",0,1,"BIO",NA
"198",198,"7t7dPnwAAAAJ","DAVID GREENSTEIN ",0,1,"BIO",NA
"199",199,"7vK1GRIAAAAJ","STEVEN HOMER ",0,1,"CS",NA
"200",200,"7zf7xGkAAAAJ","HOWARD C ELMAN ",0,1,"CS",NA
"201",201,"85KkItgAAAAJ","DANIEL J COSGROVE ",0,1,"BIO",NA
"202",202,"89vejUwAAAAJ","TED HERMAN ",0,1,"CS",NA
"203",203,"Bn0zSwQAAAAJ","ANISH KUMAR ARORA ",0,1,"CS",NA
"204",204,"GRGOG1AAAAAJ","MOHAMED G GOUDA ",0,1,"CS",NA
"205",205,"8AkiZd8AAAAJ","MICHAEL GLOTZER ",0,1,"BIO",NA
"206",206,"OGR--C0AAAAJ","JEAN GAUTIER ",0,1,"BIO",NA
"207",207,"8enm19QAAAAJ","JOEL H ROTHMAN ",0,1,"BIO",NA
"208",208,"8ExiKC0AAAAJ","ALAN L SELMAN ",0,1,"CS",NA
"209",209,"8fudeRAAAAAJ","PETER RALPH CAPPELLO ",0,1,"CS",NA
"210",210,"8fztli4AAAAJ","KEN Y GOLDBERG ",0,1,"CS",NA
"211",211,"D_JpQnAAAAAJ","MATTHEW T MASON ",0,1,"CS",NA
"212",212,"8gIklOMAAAAJ","DAVID LEE NEUHOFF ",0,1,"CS",NA
"213",213,"8I3rAqsAAAAJ","DANIEL CLIFFORD REED ",0,1,"BIO",NA
"214",214,"8iQk0DIAAAAJ","MICHAEL J KEARNS ",0,1,"CS",NA
"215",215,"8lkdGgsAAAAJ","JOSEPH C PASQUALE ",0,1,"CS",NA
"216",216,"8Lp0W54AAAAJ","RAMIN D ZABIH ",0,1,"CS",NA
"217",217,"8odG5jkAAAAJ","KEITH S DECKER ",0,1,"CS",NA
"218",218,"izMnGyMAAAAJ","VICTOR R LESSER ",0,1,"CS",NA
"219",219,"8Qu_gAMAAAAJ","SARA B KIESLER ",0,1,"CS",NA
"220",220,"8sz_AGoAAAAJ","UGO A BUY ",0,1,"CS",NA
"221",221,"8v1PvG1CERwC","KEITH CLAY ",0,1,"BIO",NA
"222",222,"8v3hRYcAAAAJ","JAMES JEFFREY BULL ",0,1,"BIO",NA
"223",223,"8vsRBCgAAAAJ","ROBERT K PEET ",0,1,"BIO",NA
"224",224,"90qiDCwAAAAJ","YOUSEF SAAD ",0,1,"CS",NA
"225",225,"9177npMAAAAJ","YUAN-FANG WANG ",0,1,"CS",NA
"226",226,"92mdADUAAAAJ","MILOS D ERCEGOVAC ",0,1,"CS",NA
"227",227,"9CC9gHoAAAAJ","THOMAS B SMITH ",0,1,"BIO",NA
"228",228,"9EkM1A8AAAAJ","TIMOTHY A RYAN ",0,1,"BIO",NA
"229",229,"9fg4Cf4AAAAJ","WILLIAM O LAMP ",0,1,"BIO",NA
"230",230,"9hvCdiQAAAAJ","LLOYD N TREFETHEN ",0,1,"CS",NA
"231",231,"9MSpWOUAAAAJ","KAI LI ",0,1,"CS",NA
"232",232,"9RlvgLEAAAAJ","STEVEN MICHAEL BELLOVIN ",0,1,"CS",NA
"233",233,"9s9o-JcAAAAJ","DAVID D CLARK ",0,1,"CS",NA
"234",234,"9VDFIQoAAAAJ","LENWOOD SCOTT HEATH ",0,1,"CS",NA
"235",235,"gg4kYgwAAAAJ","EDWARD A FOX ",0,1,"CS",NA
"236",236,"9XFx3VMAAAAJ","SHAMBHU J UPADHYAYA ",0,1,"CS",NA
"237",237,"9xnCrRgAAAAJ","KENNETH H DUNTON ",0,1,"BIO",NA
"238",238,"9Xv52PkAAAAJ","STANLEY J ROUX ",0,1,"BIO",NA
"239",239,"9Y2cn3EAAAAJ","JAMES H MORRIS ",0,1,"CS",NA
"240",240,"9Yd716IAAAAJ","CHITTA R BARAL ",0,1,"CS",NA
"241",241,"9yLaBrYAAAAJ","GEORGE A GEORGIOU ",0,1,"BIO",NA
"242",242,"9ZGqm5QAAAAJ","ANNA R KARLIN ",0,1,"CS",NA
"243",243,"a-qMWpwAAAAJ","JOHN PATRICK HAYES ",0,1,"CS",NA
"244",244,"A1NhsZgAAAAJ","STEPHEN NOWICKI ",0,1,"BIO",NA
"245",245,"A2t0N8AAAAAJ","RUTH G SHAW ",0,1,"BIO",NA
"246",246,"A45mhtsAAAAJ","LISA HELLERSTEIN ",0,1,"CS",NA
"247",247,"gVUD47sAAAAJ","PHILIP NATHAN KLEIN ",0,1,"CS",NA
"248",248,"A5XWspQAAAAJ","JAMES W GOLDEN ",0,1,"BIO",NA
"249",249,"a7LHl00AAAAJ","JOACHIM FRANK ",0,1,"BIO",NA
"250",250,"a7np7i8AAAAJ","THURE EDWARD CERLING ",0,1,"BIO",NA
"251",251,"a7VNhCIAAAAJ","DIMITRIS N METAXAS ",0,1,"CS",NA
"252",252,"A9tBw58AAAAJ","GENE D COOPERMAN ",0,1,"CS",NA
"253",253,"I4iKZSkAAAAJ","LARRY FINKELSTEIN ",0,1,"CS",NA
"254",254,"aB55FWAAAAAJ","JOHN MARTIN LOGSDON ",0,1,"BIO",NA
"255",255,"adm2PjUAAAAJ","DENNIS O CLEGG ",0,1,"BIO",NA
"256",256,"aiMWCUwAAAAJ","ARTHUR P ARNOLD ",0,1,"BIO",NA
"257",257,"ALGiEhQAAAAJ","GEORGE CHEERAN VERGHESE ",0,1,"CS",NA
"258",258,"aLOSzWwAAAAJ","THEODORE S RAPPAPORT ",0,1,"CS",NA
"259",259,"AmaB9c4AAAAJ","NANCY M AMATO ",0,1,"CS",NA
"260",260,"AN-_Gn8AAAAJ","FREDERICK R MAXFIELD ",0,1,"BIO",NA
"261",261,"aNFzP50AAAAJ","MARTIN A NOWAK ",0,1,"BIO",NA
"262",262,"Anq5D3YAAAAJ","JENNIFER K KNIGHT ",0,1,"BIO",NA
"263",263,"aNRlTa8AAAAJ","BERND HAMANN ",0,1,"CS",NA
"264",264,"AppFY_IAAAAJ","ANNE ELLEN GIBLIN ",0,1,"BIO",NA
"265",265,"ArqLh94AAAAJ","WILLIAM M BEMENT ",0,1,"BIO",NA
"266",266,"cYmUpBQAAAAJ","DAVID G CAPCO ",0,1,"BIO",NA
"267",267,"ArV74ZMAAAAJ","W BRUCE CROFT ",0,1,"CS",NA
"268",268,"ATOfqHEAAAAJ","HANAN SAMET ",0,1,"CS",NA
"269",269,"v0tJmyYAAAAJ","CLIFFORD A SHAFFER ",0,1,"CS",NA
"270",270,"vX45evgAAAAJ","WALID G AREF ",0,1,"CS",NA
"271",271,"aucB85kAAAAJ","AGGELOS K KATSAGGELOS ",0,1,"CS",NA
"272",272,"AUQPlgcAAAAJ","ALAN L JOHNSON ",0,1,"BIO",NA
"273",273,"aVorcfUAAAAJ","MICHAEL P SHEETZ ",0,1,"BIO",NA
"274",274,"avq8-1QAAAAJ","ROB A RUTENBAR ",0,1,"CS",NA
"275",275,"axOnEnQAAAAJ","ALEXANDER I RUDNICKY ",0,1,"CS",NA
"276",276,"Py54GcEAAAAJ","ALEXANDER G HAUPTMANN ",0,1,"CS",NA
"277",277,"aydzTogAAAAJ","AGNES HUI CHAN ",0,1,"CS",NA
"278",278,"aYoIn9UAAAAJ","MICHAEL GEORGE HAHN ",0,1,"BIO",NA
"279",279,"AYT3-TcAAAAJ","DALE H CLAYTON ",0,1,"BIO",NA
"280",280,"azVcOOgAAAAJ","WILLIAM MADISON LEWIS ",0,1,"BIO",NA
"281",281,"b0k2tTgAAAAJ","GERARD G MEDIONI ",0,1,"CS",NA
"282",282,"b2f-PjYAAAAJ","DOUGLAS E COMER ",0,1,"CS",NA
"283",283,"b2xYckIAAAAJ","ROGER D SLOBODA ",0,1,"BIO",NA
"284",284,"B46xY4sAAAAJ","PERRY B HACKETT ",0,1,"BIO",NA
"285",285,"bAa___kAAAAJ","HECTOR GARCIA-MOLINA ",0,1,"CS",NA
"286",286,"wtZwMSgAAAAJ","DANIEL BARBARA ",0,1,"CS",NA
"287",287,"nvKQ7JQAAAAJ","PETER SCHEUERMANN ",0,1,"CS",NA
"288",288,"C_cWJIkAAAAJ","CHRIS CLIFTON ",0,1,"CS",NA
"289",289,"bAipNH8AAAAJ","JUDEA PEARL ",0,1,"CS",NA
"290",290,"BbzZlWsAAAAJ","DANIEL M FLEETWOOD ",0,1,"CS",NA
"291",291,"bcCYp-0AAAAJ","MICHAEL D PURUGGANAN ",0,1,"BIO",NA
"292",292,"bcDwcMQAAAAJ","WALTER S LEAL ",0,1,"BIO",NA
"293",293,"BCRISEEAAAAJ","TODD F DUPONT ",0,1,"CS",NA
"294",294,"bCTAqq4AAAAJ","TEOFILO F GONZALEZ ",0,1,"CS",NA
"295",295,"gMQWxE0AAAAJ","SARTAJ KUMAR SAHNI ",0,1,"CS",NA
"296",296,"BD8llAEAAAAJ","H SEBASTIAN SEUNG ",0,1,"CS",NA
"297",297,"bENqhCkAAAAJ","FEVZI DALDAL ",0,1,"BIO",NA
"298",298,"bf7u8fUAAAAJ","DAVID H RAULET ",0,1,"BIO",NA
"299",299,"BfF2lIkAAAAJ","ERIC F WIESCHAUS ",0,1,"BIO",NA
"300",300,"BFNNvUYAAAAJ","STEPHEN CARLYLE WINANS ",0,1,"BIO",NA
"301",301,"bfoVtzwAAAAJ","DANIEL R ESS ",0,1,"BIO",NA
"302",302,"BGRij7sAAAAJ","JOSEPH DANIEL BUXBAUM ",0,1,"BIO",NA
"303",303,"bh-uRFMAAAAJ","TREVOR J DARRELL ",0,1,"CS",NA
"304",304,"nXBQn7gAAAAJ","STAN SCLAROFF ",0,1,"CS",NA
"305",305,"oAMW4OEAAAAJ","MICAH BECK ",0,1,"CS",NA
"306",306,"BhIIVrQAAAAJ","KAM WENG LEONG ",0,1,"BIO",NA
"307",307,"bhO5bMAAAAAJ","MICHAEL J PAZZANI ",0,1,"CS",NA
"308",308,"BhqtmXMAAAAJ","NEIL JAMES VICKERS ",0,1,"BIO",NA
"309",309,"BJAXIbQAAAAJ","JOSEPH N WILSON ",0,1,"CS",NA
"310",310,"GD3jwG8AAAAJ","PAUL D GADER ",0,1,"CS",NA
"311",311,"bkN-YUkAAAAJ","CHARLES CHILTON WEEMS ",0,1,"CS",NA
